0 ('/bokeh/models/transforms.py', 'module_initializer', 'log')
398 ('/bokeh/util/serialization.py', 'module_initializer', '_dt_tuple')
399 ('/bokeh/util/dependencies.py', 'module_initializer', 'log')
400 ('/bokeh/util/dependencies.py', 'module_initializer', '__all__')
401 ('/bokeh/core/property/string.py', 'module_initializer', 'log')
402 ('/bokeh/core/property/string.py', 'module_initializer', '__all__')
403 ('/bokeh/plotting/_docstring.py', 'module_initializer', 'log')
404 ('/bokeh/plotting/_docstring.py', 'module_initializer', '__all__')
405 ('/bokeh/plotting/_docstring.py', 'module_initializer', '_OTHER_PARAMS')
406 ('/bokeh/io/util.py', 'module_initializer', 'log')
407 ('/bokeh/io/util.py', 'module_initializer', '__all__')
408 ('/bokeh/server/util.py', 'module_initializer', 'log')
409 ('/bokeh/server/util.py', 'module_initializer', '__all__')
410 ('/bokeh/_testing/util/filesystem.py', 'module_initializer', 'log')
411 ('/bokeh/_testing/util/filesystem.py', 'module_initializer', '__all__')
412 ('/bokeh/_testing/util/filesystem.py', 'module_initializer', '_LOCAL_TMP')
413 ('/bokeh/_testing/util/selenium.py', 'module_initializer', 'log')
414 ('/bokeh/_testing/util/selenium.py', 'module_initializer', '__all__')
415 ('/bokeh/_testing/util/selenium.py', 'module_initializer', 'INIT')
416 ('/bokeh/_testing/util/selenium.py', 'module_initializer', 'RESULTS')
417 ('/bokeh/_testing/util/api.py', 'module_initializer', 'log')
418 ('/bokeh/_testing/util/api.py', 'module_initializer', '__all__')
419 ('/bokeh/_testing/util/examples.py', 'module_initializer', 'log')
420 ('/bokeh/_testing/util/examples.py', 'module_initializer', '__all__')
421 ('/bokeh/_testing/util/examples.py', 'module_initializer', 'JOB_ID')
422 ('/bokeh/_testing/util/examples.py', 'Flags_class_initializer', 'js')
423 ('/bokeh/_testing/util/examples.py', 'Flags_class_initializer', 'file')
424 ('/bokeh/_testing/util/examples.py', 'Flags_class_initializer', 'server')
425 ('/bokeh/_testing/util/examples.py', 'Flags_class_initializer', 'notebook')
426 ('/bokeh/_testing/util/examples.py', 'Flags_class_initializer', 'slow')
427 ('/bokeh/_testing/util/examples.py', 'Flags_class_initializer', 'skip')
428 ('/bokeh/_testing/util/examples.py', 'Flags_class_initializer', 'xfail')
429 ('/bokeh/_testing/util/examples.py', 'Flags_class_initializer', 'no_js')
430 ('/bokeh/_testing/util/screenshot.py', 'module_initializer', 'log')
431 ('/bokeh/_testing/util/screenshot.py', 'module_initializer', 'TOP_PATH')
432 ('/bokeh/_testing/util/screenshot.py', 'module_initializer', '__all__')
433 ('/bokeh/_testing/util/compare.py', 'module_initializer', 'log')
434 ('/bokeh/_testing/util/compare.py', 'module_initializer', '__all__')
435 ('/bokeh/models/util/__init__.py', 'module_initializer', 'log')
436 ('/bokeh/models/util/structure.py', 'module_initializer', '__all__')
437 ('/bokeh/document/util.py', 'module_initializer', 'log')
438 ('/bokeh/document/util.py', 'module_initializer', '__all__')
439 ('/bokeh/command/util.py', 'module_initializer', 'log')
440 ('/bokeh/command/util.py', 'module_initializer', '__all__')
441 ('/bokeh/command/util.py', 'module_initializer', 'DIRSTYLE_MAIN_WARNING')
442 ('/bokeh/client/util.py', 'module_initializer', 'log')
443 ('/bokeh/client/util.py', 'module_initializer', '__all__')
444 ('/release/util.py', 'module_initializer', '__all__')
445 ('/sphinx/source/docs/user_guide/examples/categorical_bar_colors.py', 'module_initializer', 'fruits')
446 ('/sphinx/source/docs/user_guide/examples/categorical_bar_colors.py', 'module_initializer', 'counts')
447 ('/sphinx/source/docs/user_guide/examples/categorical_bar_colors.py', 'module_initializer', 'source')
448 ('/sphinx/source/docs/user_guide/examples/categorical_bar_colors.py', 'module_initializer', 'p')
449 ('/bokeh/models/glyph.py', 'module_initializer', 'log')
450 ('/bokeh/models/glyph.py', 'module_initializer', '__all__')
451 ('/bokeh/models/glyph.py', 'Glyph_class_initializer', '_args')
452 ('/bokeh/models/glyph.py', 'Glyph_class_initializer', '_extra_kws')
453 ('/bokeh/models/grids.py', 'module_initializer', 'log')
454 ('/bokeh/models/grids.py', 'module_initializer', '__all__')
455 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'dimension')
456 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'bounds')
457 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'axis')
458 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'ticker')
459 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'grid_props')
460 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'grid_line_color')
461 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'minor_grid_props')
462 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'minor_grid_line_color')
463 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'band_fill_props')
464 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'band_fill_alpha')
465 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'band_fill_color')
466 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'band_hatch_props')
467 ('/bokeh/models/grids.py', 'Grid_class_initializer', 'level')
468 ('/bokeh/core/property/either.py', 'module_initializer', 'log')
469 ('/bokeh/core/property/either.py', 'module_initializer', '__all__')
470 ('/bokeh/core/property/auto.py', 'module_initializer', 'log')
471 ('/bokeh/core/property/auto.py', 'module_initializer', '__all__')
472 ('/bokeh/models/axes.py', 'module_initializer', 'log')
473 ('/bokeh/models/axes.py', 'module_initializer', '__all__')
474 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'bounds')
475 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'ticker')
476 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'formatter')
477 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'axis_label')
478 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'axis_label_standoff')
479 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'axis_label_props')
480 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'axis_label_text_font_size')
481 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'axis_label_text_font_style')
482 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_label_standoff')
483 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_label_orientation')
484 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_label_overrides')
485 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_label_props')
486 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_label_text_align')
487 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_label_text_baseline')
488 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_label_text_font_size')
489 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'axis_props')
490 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_tick_props')
491 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_tick_in')
492 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'major_tick_out')
493 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'minor_tick_props')
494 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'minor_tick_in')
495 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'minor_tick_out')
496 ('/bokeh/models/axes.py', 'Axis_class_initializer', 'fixed_location')
497 ('/bokeh/core/property/datetime.py', 'module_initializer', 'log')
498 ('/bokeh/core/property/datetime.py', 'module_initializer', '__all__')
499 ('/bokeh/models/tickers.py', 'module_initializer', 'log')
500 ('/bokeh/models/tickers.py', 'module_initializer', '__all__')
501 ('/bokeh/models/tickers.py', 'module_initializer', 'ONE_MILLI')
502 ('/bokeh/models/tickers.py', 'module_initializer', 'ONE_SECOND')
503 ('/bokeh/models/tickers.py', 'module_initializer', 'ONE_MINUTE')
504 ('/bokeh/models/tickers.py', 'module_initializer', 'ONE_HOUR')
505 ('/bokeh/models/tickers.py', 'module_initializer', 'ONE_DAY')
506 ('/bokeh/models/tickers.py', 'module_initializer', 'ONE_MONTH')
507 ('/bokeh/models/tickers.py', 'module_initializer', 'ONE_YEAR')
508 ('/bokeh/models/tickers.py', 'ContinuousTicker_class_initializer', 'num_minor_ticks')
509 ('/bokeh/models/tickers.py', 'ContinuousTicker_class_initializer', 'desired_num_ticks')
510 ('/bokeh/models/tickers.py', 'FixedTicker_class_initializer', 'ticks')
511 ('/bokeh/models/tickers.py', 'FixedTicker_class_initializer', 'minor_ticks')
512 ('/bokeh/models/tickers.py', 'AdaptiveTicker_class_initializer', 'base')
513 ('/bokeh/models/tickers.py', 'AdaptiveTicker_class_initializer', 'mantissas')
514 ('/bokeh/models/tickers.py', 'AdaptiveTicker_class_initializer', 'min_interval')
515 ('/bokeh/models/tickers.py', 'AdaptiveTicker_class_initializer', 'max_interval')
516 ('/bokeh/models/tickers.py', 'CompositeTicker_class_initializer', 'tickers')
517 ('/bokeh/models/tickers.py', 'SingleIntervalTicker_class_initializer', 'interval')
518 ('/bokeh/models/tickers.py', 'DaysTicker_class_initializer', 'days')
519 ('/bokeh/models/tickers.py', 'DaysTicker_class_initializer', 'num_minor_ticks')
520 ('/bokeh/core/property/override.py', 'module_initializer', 'log')
521 ('/bokeh/core/property/override.py', 'module_initializer', '__all__')
522 ('/bokeh/models/tickers.py', 'MonthsTicker_class_initializer', 'months')
523 ('/bokeh/models/tickers.py', 'LogTicker_class_initializer', 'mantissas')
524 ('/bokeh/models/tickers.py', 'MercatorTicker_class_initializer', 'dimension')
525 ('/bokeh/models/tickers.py', 'DatetimeTicker_class_initializer', 'num_minor_ticks')
526 ('/bokeh/models/tickers.py', 'DatetimeTicker_class_initializer', 'tickers')
527 ('/bokeh/models/formatters.py', 'module_initializer', 'log')
528 ('/bokeh/models/formatters.py', 'module_initializer', '__all__')
529 ('/bokeh/models/formatters.py', 'module_initializer', '_df')
530 ('/bokeh/models/formatters.py', 'module_initializer', '_df_fields')
531 ('/bokeh/models/formatters.py', 'module_initializer', '_df_defaults')
532 ('/bokeh/models/formatters.py', 'module_initializer', '_df_defaults_string')
533 ('/bokeh/models/formatters.py', 'BasicTickFormatter_class_initializer', 'precision')
534 ('/bokeh/models/formatters.py', 'BasicTickFormatter_class_initializer', 'use_scientific')
535 ('/bokeh/models/formatters.py', 'BasicTickFormatter_class_initializer', 'power_limit_high')
536 ('/bokeh/models/formatters.py', 'BasicTickFormatter_class_initializer', 'power_limit_low')
537 ('/bokeh/models/formatters.py', 'MercatorTickFormatter_class_initializer', 'dimension')
538 ('/bokeh/models/formatters.py', 'NumeralTickFormatter_class_initializer', 'format')
539 ('/bokeh/models/formatters.py', 'NumeralTickFormatter_class_initializer', 'language')
540 ('/bokeh/models/formatters.py', 'NumeralTickFormatter_class_initializer', 'rounding')
541 ('/bokeh/models/formatters.py', 'PrintfTickFormatter_class_initializer', 'format')
542 ('/bokeh/models/formatters.py', 'LogTickFormatter_class_initializer', 'ticker')
543 ('/bokeh/models/formatters.py', 'FuncTickFormatter_class_initializer', 'args')
544 ('/bokeh/models/formatters.py', 'FuncTickFormatter_class_initializer', 'code')
545 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'microseconds')
546 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'milliseconds')
547 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'seconds')
548 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'minsec')
549 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'minutes')
550 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'hourmin')
551 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'hours')
552 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'days')
553 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'months')
554 ('/bokeh/models/formatters.py', 'DatetimeTickFormatter_class_initializer', 'years')
555 ('/bokeh/core/property/include.py', 'module_initializer', 'log')
556 ('/bokeh/core/property/include.py', 'module_initializer', '__all__')
557 ('/bokeh/core/property_mixins.py', 'module_initializer', 'log')
558 ('/bokeh/core/property_mixins.py', 'module_initializer', '__all__')
559 ('/bokeh/core/property_mixins.py', 'module_initializer', '_color_help')
560 ('/bokeh/core/property_mixins.py', 'module_initializer', '_alpha_help')
561 ('/bokeh/core/property_mixins.py', 'module_initializer', '_hatch_scale_help')
562 ('/bokeh/core/property_mixins.py', 'module_initializer', '_hatch_pattern_help')
563 ('/bokeh/core/property_mixins.py', 'module_initializer', '_hatch_weight_help')
564 ('/bokeh/core/property_mixins.py', 'module_initializer', '_line_width_help')
565 ('/release/enums.py', 'module_initializer', '__all__')
566 ('/release/enums.py', 'VersionType_class_initializer', 'FULL')
567 ('/release/enums.py', 'VersionType_class_initializer', 'DEV')
568 ('/release/enums.py', 'VersionType_class_initializer', 'RC')
569 ('/release/enums.py', 'StepStatus_class_initializer', 'PASS')
570 ('/release/enums.py', 'StepStatus_class_initializer', 'FAIL')
571 ('/release/enums.py', 'StepStatus_class_initializer', 'SKIP')
572 ('/release/enums.py', 'ActionResult_class_initializer', 'PASS')
573 ('/release/enums.py', 'ActionResult_class_initializer', 'FAIL')
574 ('/release/enums.py', 'ActionResult_class_initializer', 'SKIP')
575 ('/release/enums.py', 'ActionState_class_initializer', 'PENDING')
576 ('/release/enums.py', 'ActionState_class_initializer', 'STARTED')
577 ('/release/enums.py', 'ActionState_class_initializer', 'COMPLETED')
578 ('/bokeh/plotting/gmap.py', 'module_initializer', 'log')
579 ('/bokeh/plotting/gmap.py', 'module_initializer', 'DEFAULT_TOOLS')
580 ('/bokeh/plotting/gmap.py', 'module_initializer', '__all__')
581 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', '__subtype__')
582 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', '__view_model__')
583 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'annular_wedge')
584 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'annulus')
585 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'arc')
586 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'asterisk')
587 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'bezier')
588 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'circle')
589 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'circle_cross')
590 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'circle_x')
591 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'cross')
592 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'dash')
593 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'diamond')
594 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'diamond_cross')
595 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'graph')
596 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'harea')
597 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'harea_stack')
598 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'hbar')
599 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'hbar_stack')
600 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'hline_stack')
601 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'ellipse')
602 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'hex')
603 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'hexbin')
604 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'hex_tile')
605 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'image')
606 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'image_rgba')
607 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'image_url')
608 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'inverted_triangle')
609 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'line')
610 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'multi_line')
611 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'multi_polygons')
612 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'oval')
613 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'patch')
614 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'patches')
615 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'quad')
616 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'quadratic')
617 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'ray')
618 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'rect')
619 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'step')
620 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'scatter')
621 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'segment')
622 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'square')
623 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'square_cross')
624 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'square_x')
625 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'text')
626 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'triangle')
627 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'varea')
628 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'varea_stack')
629 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'vbar')
630 ('/bokeh/plotting/gmap.py', 'GMap_class_initializer', 'vbar_stack')
