0 ('/sc2/maps.py', 'module_initializer', 'logger')
265 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANSHIPPLATINGLEVEL1')
266 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANSHIPPLATINGLEVEL2')
267 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANSHIPPLATINGLEVEL3')
268 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANSHIPWEAPONSLEVEL1')
269 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANSHIPWEAPONSLEVEL2')
270 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANSHIPWEAPONSLEVEL3')
271 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANVEHICLEANDSHIPPLATINGLEVEL1')
272 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANVEHICLEANDSHIPPLATINGLEVEL2')
273 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARMORYRESEARCH_TERRANVEHICLEANDSHIPPLATINGLEVEL3')
274 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_NEXUS')
275 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_PYLON')
276 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_ASSIMILATOR')
277 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_GATEWAY')
278 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_FORGE')
279 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_FLEETBEACON')
280 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_TWILIGHTCOUNCIL')
281 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_PHOTONCANNON')
282 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_STARGATE')
283 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_TEMPLARARCHIVE')
284 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_DARKSHRINE')
285 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_ROBOTICSBAY')
286 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_ROBOTICSFACILITY')
287 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_CYBERNETICSCORE')
288 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILD_SHIELDBATTERY')
289 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PROTOSSBUILD_CANCEL')
290 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LOAD_WARPPRISM')
291 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UNLOADALL_WARPPRISM')
292 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UNLOADALLAT_WARPPRISM')
293 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'GATEWAYTRAIN_ZEALOT')
294 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'GATEWAYTRAIN_STALKER')
295 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'GATEWAYTRAIN_HIGHTEMPLAR')
296 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'GATEWAYTRAIN_DARKTEMPLAR')
297 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'GATEWAYTRAIN_SENTRY')
298 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TRAIN_ADEPT')
299 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STARGATETRAIN_PHOENIX')
300 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STARGATETRAIN_CARRIER')
301 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STARGATETRAIN_VOIDRAY')
302 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STARGATETRAIN_ORACLE')
303 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STARGATETRAIN_TEMPEST')
304 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ROBOTICSFACILITYTRAIN_WARPPRISM')
305 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ROBOTICSFACILITYTRAIN_OBSERVER')
306 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ROBOTICSFACILITYTRAIN_COLOSSUS')
307 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ROBOTICSFACILITYTRAIN_IMMORTAL')
308 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TRAIN_DISRUPTOR')
309 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'NEXUSTRAIN_PROBE')
310 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PSISTORM_PSISTORM')
311 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_HANGARQUEUE5')
312 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCELSLOT_HANGARQUEUE5')
313 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BROODLORDQUEUE2_CANCEL')
314 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BROODLORDQUEUE2_CANCELSLOT')
315 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILD_INTERCEPTORS')
316 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSGROUNDWEAPONSLEVEL1')
317 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSGROUNDWEAPONSLEVEL2')
318 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSGROUNDWEAPONSLEVEL3')
319 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSGROUNDARMORLEVEL1')
320 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSGROUNDARMORLEVEL2')
321 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSGROUNDARMORLEVEL3')
322 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSSHIELDSLEVEL1')
323 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSSHIELDSLEVEL2')
324 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORGERESEARCH_PROTOSSSHIELDSLEVEL3')
325 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_GRAVITICBOOSTER')
326 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_GRAVITICDRIVE')
327 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_EXTENDEDTHERMALLANCE')
328 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ROBOTICSBAYRESEARCH_RESEARCHIMMORTALREVIVE')
329 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_PSISTORM')
330 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_HATCHERY')
331 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_CREEPTUMOR')
332 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_EXTRACTOR')
333 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_SPAWNINGPOOL')
334 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_EVOLUTIONCHAMBER')
335 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_HYDRALISKDEN')
336 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_SPIRE')
337 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_ULTRALISKCAVERN')
338 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_INFESTATIONPIT')
339 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_NYDUSNETWORK')
340 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_BANELINGNEST')
341 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILD_LURKERDEN')
342 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_ROACHWARREN')
343 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_SPINECRAWLER')
344 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_SPORECRAWLER')
345 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ZERGBUILD_CANCEL')
346 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HARVEST_GATHER_DRONE')
347 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HARVEST_RETURN_DRONE')
348 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGMELEEWEAPONSLEVEL1')
349 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGMELEEWEAPONSLEVEL2')
350 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGMELEEWEAPONSLEVEL3')
351 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGGROUNDARMORLEVEL1')
352 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGGROUNDARMORLEVEL2')
353 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGGROUNDARMORLEVEL3')
354 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGMISSILEWEAPONSLEVEL1')
355 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGMISSILEWEAPONSLEVEL2')
356 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGMISSILEWEAPONSLEVEL3')
357 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UPGRADETOLAIR_LAIR')
358 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_MORPHLAIR')
359 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UPGRADETOHIVE_HIVE')
360 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_MORPHHIVE')
361 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UPGRADETOGREATERSPIRE_GREATERSPIRE')
362 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_MORPHGREATERSPIRE')
363 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_PNEUMATIZEDCARAPACE')
364 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LAIRRESEARCH_EVOLVEVENTRALSACKS')
365 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_BURROW')
366 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGLINGADRENALGLANDS')
367 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGLINGMETABOLICBOOST')
368 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_GROOVEDSPINES')
369 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_MUSCULARAUGMENTS')
370 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HYDRALISKDENRESEARCH_RESEARCHLURKERRANGE')
371 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGFLYERATTACKLEVEL1')
372 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGFLYERATTACKLEVEL2')
373 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGFLYERATTACKLEVEL3')
374 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGFLYERARMORLEVEL1')
375 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGFLYERARMORLEVEL2')
376 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ZERGFLYERARMORLEVEL3')
377 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_DRONE')
378 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_ZERGLING')
379 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_OVERLORD')
380 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_HYDRALISK')
381 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_MUTALISK')
382 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_ULTRALISK')
383 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_ROACH')
384 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_INFESTOR')
385 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_CORRUPTOR')
386 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LARVATRAIN_VIPER')
387 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TRAIN_SWARMHOST')
388 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPHTOBROODLORD_BROODLORD')
389 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_MORPHBROODLORD')
390 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_BANELING')
391 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWBANELINGDOWN_CANCEL')
392 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_BANELING')
393 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_DRONE')
394 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDRONEDOWN_CANCEL')
395 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_DRONE')
396 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_HYDRALISK')
397 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWHYDRALISKDOWN_CANCEL')
398 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_HYDRALISK')
399 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_ROACH')
400 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWROACHDOWN_CANCEL')
401 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_ROACH')
402 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_ZERGLING')
403 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWZERGLINGDOWN_CANCEL')
404 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_ZERGLING')
405 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_INFESTORTERRAN')
406 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_INFESTORTERRAN')
407 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'REDSTONELAVACRITTERBURROW_BURROWDOWN')
408 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'REDSTONELAVACRITTERINJUREDBURROW_BURROWDOWN')
409 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'REDSTONELAVACRITTERUNBURROW_BURROWUP')
410 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'REDSTONELAVACRITTERINJUREDUNBURROW_BURROWUP')
411 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LOAD_OVERLORD')
412 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UNLOADALLAT_OVERLORD')
413 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MERGEABLE_CANCEL')
414 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'WARPABLE_CANCEL')
415 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'WARPGATETRAIN_ZEALOT')
416 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'WARPGATETRAIN_STALKER')
417 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'WARPGATETRAIN_HIGHTEMPLAR')
418 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'WARPGATETRAIN_DARKTEMPLAR')
419 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'WARPGATETRAIN_SENTRY')
420 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TRAINWARP_ADEPT')
421 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_QUEEN')
422 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWQUEENDOWN_CANCEL')
423 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_QUEEN')
424 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LOAD_NYDUSNETWORK')
425 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UNLOADALL_NYDASNETWORK')
426 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EFFECT_BLINK_STALKER')
427 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_INFESTOR')
428 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWINFESTORDOWN_CANCEL')
429 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_INFESTOR')
430 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_OVERSEER')
431 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_MORPHOVERSEER')
432 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UPGRADETOPLANETARYFORTRESS_PLANETARYFORTRESS')
433 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_MORPHPLANETARYFORTRESS')
434 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_PATHOGENGLANDS')
435 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_NEURALPARASITE')
436 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'INFESTATIONPITRESEARCH_RESEARCHLOCUSTLIFETIMEINCREASE')
437 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_CENTRIFUGALHOOKS')
438 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWDOWN_ULTRALISK')
439 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWUP_ULTRALISK')
440 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UPGRADETOORBITAL_ORBITALCOMMAND')
441 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_MORPHORBITAL')
442 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_WARPGATE')
443 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'UPGRADETOWARPGATE_CANCEL')
444 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_GATEWAY')
445 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPHBACKTOGATEWAY_CANCEL')
446 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LIFT_ORBITALCOMMAND')
447 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'LAND_ORBITALCOMMAND')
448 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORCEFIELD_FORCEFIELD')
449 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FORCEFIELD_CANCEL')
450 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_WARPPRISMPHASINGMODE')
451 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'PHASINGMODE_CANCEL')
452 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_WARPPRISMTRANSPORTMODE')
453 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TRANSPORTMODE_CANCEL')
454 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_BATTLECRUISERWEAPONREFIT')
455 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CYBERNETICSCORERESEARCH_PROTOSSAIRWEAPONSLEVEL1')
456 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CYBERNETICSCORERESEARCH_PROTOSSAIRWEAPONSLEVEL2')
457 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CYBERNETICSCORERESEARCH_PROTOSSAIRWEAPONSLEVEL3')
458 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CYBERNETICSCORERESEARCH_PROTOSSAIRARMORLEVEL1')
459 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CYBERNETICSCORERESEARCH_PROTOSSAIRARMORLEVEL2')
460 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CYBERNETICSCORERESEARCH_PROTOSSAIRARMORLEVEL3')
461 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_WARPGATE')
462 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CYBERNETICSCORERESEARCH_RESEARCHHALLUCINATION')
463 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_CHARGE')
464 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_BLINK')
465 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'RESEARCH_ADEPTRESONATINGGLAIVES')
466 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TACNUKESTRIKE_NUKECALLDOWN')
467 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_NUKE')
468 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SALVAGEBUNKERREFUND_SALVAGE')
469 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SALVAGEBUNKER_SALVAGE')
470 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EMP_EMP')
471 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'VORTEX_VORTEX')
472 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TRAINQUEEN_QUEEN')
473 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWCREEPTUMORDOWN_BURROWDOWN')
474 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'TRANSFUSION_TRANSFUSION')
475 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BARRACKSTECHLABMORPH_TECHLABBARRACKS')
476 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FACTORYTECHLABMORPH_TECHLABFACTORY')
477 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STARPORTTECHLABMORPH_TECHLABSTARPORT')
478 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BARRACKSREACTORMORPH_REACTOR')
479 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FACTORYREACTORMORPH_REACTOR')
480 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STARPORTREACTORMORPH_REACTOR')
481 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ATTACK_REDIRECT')
482 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EFFECT_STIM_MARINE_REDIRECT')
483 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EFFECT_STIM_MARAUDER_REDIRECT')
484 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWEDSTOP_STOPROACHBURROWED')
485 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BURROWEDSTOP_HOLDFIRESPECIAL')
486 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'STOP_REDIRECT')
487 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BEHAVIOR_GENERATECREEPON')
488 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BEHAVIOR_GENERATECREEPOFF')
489 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILD_CREEPTUMOR_QUEEN')
490 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'QUEENBUILD_CANCEL')
491 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SPINECRAWLERUPROOT_SPINECRAWLERUPROOT')
492 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SPINECRAWLERUPROOT_CANCEL')
493 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SPORECRAWLERUPROOT_SPORECRAWLERUPROOT')
494 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SPORECRAWLERUPROOT_CANCEL')
495 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SPINECRAWLERROOT_SPINECRAWLERROOT')
496 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_SPINECRAWLERROOT')
497 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'SPORECRAWLERROOT_SPORECRAWLERROOT')
498 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_SPORECRAWLERROOT')
499 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILD_CREEPTUMOR_TUMOR')
500 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'CANCEL_CREEPTUMOR')
501 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILDAUTOTURRET_AUTOTURRET')
502 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'MORPH_ARCHON')
503 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'ARCHON_WARP_TARGET')
504 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILD_NYDUSWORM')
505 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILDNYDUSCANAL_SUMMONNYDUSCANALATTACKER')
506 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'BUILDNYDUSCANAL_CANCEL')
507 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'EFFECT_CHARGE')
508 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'HERDINTERACT_HERD')
509 ('/sc2/ids/ability_id.py', 'AbilityId_class_initializer', 'FRENZY_FRENZY')
