0 ('/wemake_python_styleguide/visitors/ast/naming.py', 'module_initializer', '_VariableDef')
288 ('/wemake_python_styleguide/options/defaults.py', 'module_initializer', 'MAX_COGNITIVE_AVERAGE')
289 ('/wemake_python_styleguide/options/defaults.py', 'module_initializer', 'MAX_CALL_LEVEL')
290 ('/wemake_python_styleguide/options/defaults.py', 'module_initializer', 'MAX_ANN_COMPLEXITY')
291 ('/wemake_python_styleguide/options/defaults.py', 'module_initializer', 'MAX_IMPORT_FROM_MEMBERS')
292 ('/wemake_python_styleguide/options/defaults.py', 'module_initializer', 'MAX_TUPLE_UNPACK_LENGTH')
293 ('/wemake_python_styleguide/visitors/decorators.py', 'module_initializer', '_DefinedType')
294 ('/wemake_python_styleguide/visitors/ast/functions.py', 'module_initializer', '_LocalVariable')
295 ('/wemake_python_styleguide/visitors/ast/functions.py', 'module_initializer', '_Defs')
296 ('/wemake_python_styleguide/visitors/ast/functions.py', 'FloatingNanCallVisitor_class_initializer', '_nan_variants')
297 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'module_initializer', '_HashItems')
298 ('/wemake_python_styleguide/visitors/ast/builtins.py', 'WrongFormatStringVisitor_class_initializer', '_max_chained_items')
299 ('/wemake_python_styleguide/violations/consistency.py', 'LocalFolderImportViolation_class_initializer', 'error_template')
300 ('/wemake_python_styleguide/violations/consistency.py', 'LocalFolderImportViolation_class_initializer', 'code')
301 ('/wemake_python_styleguide/violations/consistency.py', 'DottedRawImportViolation_class_initializer', 'error_template')
302 ('/wemake_python_styleguide/violations/consistency.py', 'DottedRawImportViolation_class_initializer', 'code')
303 ('/wemake_python_styleguide/violations/consistency.py', 'UnicodeStringViolation_class_initializer', 'code')
304 ('/wemake_python_styleguide/violations/consistency.py', 'UnicodeStringViolation_class_initializer', 'error_template')
305 ('/wemake_python_styleguide/violations/consistency.py', 'UnderscoredNumberViolation_class_initializer', 'code')
306 ('/wemake_python_styleguide/violations/consistency.py', 'UnderscoredNumberViolation_class_initializer', 'error_template')
307 ('/wemake_python_styleguide/violations/consistency.py', 'PartialFloatViolation_class_initializer', 'code')
308 ('/wemake_python_styleguide/violations/consistency.py', 'PartialFloatViolation_class_initializer', 'error_template')
309 ('/wemake_python_styleguide/violations/consistency.py', 'FormattedStringViolation_class_initializer', 'error_template')
310 ('/wemake_python_styleguide/violations/consistency.py', 'FormattedStringViolation_class_initializer', 'code')
311 ('/wemake_python_styleguide/violations/consistency.py', 'RequiredBaseClassViolation_class_initializer', 'error_template')
312 ('/wemake_python_styleguide/violations/consistency.py', 'RequiredBaseClassViolation_class_initializer', 'code')
313 ('/wemake_python_styleguide/violations/consistency.py', 'MultipleIfsInComprehensionViolation_class_initializer', 'error_template')
314 ('/wemake_python_styleguide/violations/consistency.py', 'MultipleIfsInComprehensionViolation_class_initializer', 'code')
315 ('/wemake_python_styleguide/violations/consistency.py', 'ConstantCompareViolation_class_initializer', 'error_template')
316 ('/wemake_python_styleguide/violations/consistency.py', 'ConstantCompareViolation_class_initializer', 'code')
317 ('/wemake_python_styleguide/violations/consistency.py', 'CompareOrderViolation_class_initializer', 'error_template')
318 ('/wemake_python_styleguide/violations/consistency.py', 'CompareOrderViolation_class_initializer', 'code')
319 ('/wemake_python_styleguide/violations/consistency.py', 'BadNumberSuffixViolation_class_initializer', 'error_template')
320 ('/wemake_python_styleguide/violations/consistency.py', 'BadNumberSuffixViolation_class_initializer', 'code')
321 ('/wemake_python_styleguide/violations/consistency.py', 'MultipleInCompareViolation_class_initializer', 'error_template')
322 ('/wemake_python_styleguide/violations/consistency.py', 'MultipleInCompareViolation_class_initializer', 'code')
323 ('/wemake_python_styleguide/violations/consistency.py', 'UselessCompareViolation_class_initializer', 'error_template')
324 ('/wemake_python_styleguide/violations/consistency.py', 'UselessCompareViolation_class_initializer', 'code')
325 ('/wemake_python_styleguide/violations/consistency.py', 'MissingSpaceBetweenKeywordAndParenViolation_class_initializer', 'error_template')
326 ('/wemake_python_styleguide/violations/consistency.py', 'MissingSpaceBetweenKeywordAndParenViolation_class_initializer', 'code')
327 ('/wemake_python_styleguide/violations/consistency.py', 'ConstantConditionViolation_class_initializer', 'error_template')
328 ('/wemake_python_styleguide/violations/consistency.py', 'ConstantConditionViolation_class_initializer', 'code')
329 ('/wemake_python_styleguide/violations/consistency.py', 'ObjectInBaseClassesListViolation_class_initializer', 'error_template')
330 ('/wemake_python_styleguide/violations/consistency.py', 'ObjectInBaseClassesListViolation_class_initializer', 'code')
331 ('/wemake_python_styleguide/violations/consistency.py', 'MultipleContextManagerAssignmentsViolation_class_initializer', 'error_template')
332 ('/wemake_python_styleguide/violations/consistency.py', 'MultipleContextManagerAssignmentsViolation_class_initializer', 'code')
333 ('/wemake_python_styleguide/violations/consistency.py', 'ParametersIndentationViolation_class_initializer', 'error_template')
334 ('/wemake_python_styleguide/violations/consistency.py', 'ParametersIndentationViolation_class_initializer', 'code')
335 ('/wemake_python_styleguide/violations/consistency.py', 'ExtraIndentationViolation_class_initializer', 'error_template')
336 ('/wemake_python_styleguide/violations/consistency.py', 'ExtraIndentationViolation_class_initializer', 'code')
337 ('/wemake_python_styleguide/violations/consistency.py', 'WrongBracketPositionViolation_class_initializer', 'error_template')
338 ('/wemake_python_styleguide/violations/consistency.py', 'WrongBracketPositionViolation_class_initializer', 'code')
339 ('/wemake_python_styleguide/violations/consistency.py', 'MultilineFunctionAnnotationViolation_class_initializer', 'error_template')
340 ('/wemake_python_styleguide/violations/consistency.py', 'MultilineFunctionAnnotationViolation_class_initializer', 'code')
341 ('/wemake_python_styleguide/violations/consistency.py', 'UppercaseStringModifierViolation_class_initializer', 'error_template')
342 ('/wemake_python_styleguide/violations/consistency.py', 'UppercaseStringModifierViolation_class_initializer', 'code')
343 ('/wemake_python_styleguide/violations/consistency.py', 'WrongMultilineStringViolation_class_initializer', 'error_template')
344 ('/wemake_python_styleguide/violations/consistency.py', 'WrongMultilineStringViolation_class_initializer', 'code')
345 ('/wemake_python_styleguide/violations/consistency.py', 'ModuloStringFormatViolation_class_initializer', 'error_template')
346 ('/wemake_python_styleguide/violations/consistency.py', 'ModuloStringFormatViolation_class_initializer', 'code')
347 ('/wemake_python_styleguide/violations/consistency.py', 'InconsistentReturnViolation_class_initializer', 'error_template')
348 ('/wemake_python_styleguide/violations/consistency.py', 'InconsistentReturnViolation_class_initializer', 'code')
349 ('/wemake_python_styleguide/violations/consistency.py', 'InconsistentYieldViolation_class_initializer', 'error_template')
350 ('/wemake_python_styleguide/violations/consistency.py', 'InconsistentYieldViolation_class_initializer', 'code')
351 ('/wemake_python_styleguide/violations/consistency.py', 'ImplicitStringConcatenationViolation_class_initializer', 'error_template')
352 ('/wemake_python_styleguide/violations/consistency.py', 'ImplicitStringConcatenationViolation_class_initializer', 'code')
353 ('/wemake_python_styleguide/violations/consistency.py', 'UselessContinueViolation_class_initializer', 'error_template')
354 ('/wemake_python_styleguide/violations/consistency.py', 'UselessContinueViolation_class_initializer', 'code')
355 ('/wemake_python_styleguide/violations/consistency.py', 'UselessNodeViolation_class_initializer', 'error_template')
356 ('/wemake_python_styleguide/violations/consistency.py', 'UselessNodeViolation_class_initializer', 'code')
357 ('/wemake_python_styleguide/violations/consistency.py', 'UselessExceptCaseViolation_class_initializer', 'error_template')
358 ('/wemake_python_styleguide/violations/consistency.py', 'UselessExceptCaseViolation_class_initializer', 'code')
359 ('/wemake_python_styleguide/violations/consistency.py', 'UselessOperatorsViolation_class_initializer', 'code')
360 ('/wemake_python_styleguide/violations/consistency.py', 'UselessOperatorsViolation_class_initializer', 'error_template')
361 ('/wemake_python_styleguide/violations/consistency.py', 'InconsistentReturnVariableViolation_class_initializer', 'error_template')
362 ('/wemake_python_styleguide/violations/consistency.py', 'InconsistentReturnVariableViolation_class_initializer', 'code')
363 ('/wemake_python_styleguide/violations/consistency.py', 'WalrusViolation_class_initializer', 'error_template')
364 ('/wemake_python_styleguide/violations/consistency.py', 'WalrusViolation_class_initializer', 'code')
365 ('/wemake_python_styleguide/violations/consistency.py', 'ImplicitComplexCompareViolation_class_initializer', 'code')
366 ('/wemake_python_styleguide/violations/consistency.py', 'ImplicitComplexCompareViolation_class_initializer', 'error_template')
367 ('/wemake_python_styleguide/violations/consistency.py', 'ReversedComplexCompareViolation_class_initializer', 'code')
368 ('/wemake_python_styleguide/violations/consistency.py', 'ReversedComplexCompareViolation_class_initializer', 'error_template')
369 ('/wemake_python_styleguide/violations/consistency.py', 'WrongLoopIterTypeViolation_class_initializer', 'code')
370 ('/wemake_python_styleguide/violations/consistency.py', 'WrongLoopIterTypeViolation_class_initializer', 'error_template')
371 ('/wemake_python_styleguide/violations/consistency.py', 'ExplicitStringConcatViolation_class_initializer', 'code')
372 ('/wemake_python_styleguide/violations/consistency.py', 'ExplicitStringConcatViolation_class_initializer', 'error_template')
373 ('/wemake_python_styleguide/violations/consistency.py', 'MultilineConditionsViolation_class_initializer', 'error_template')
374 ('/wemake_python_styleguide/violations/consistency.py', 'MultilineConditionsViolation_class_initializer', 'code')
375 ('/wemake_python_styleguide/violations/consistency.py', 'MultilineConditionsViolation_class_initializer', 'previous_codes')
376 ('/wemake_python_styleguide/violations/consistency.py', 'WrongMethodOrderViolation_class_initializer', 'error_template')
377 ('/wemake_python_styleguide/violations/consistency.py', 'WrongMethodOrderViolation_class_initializer', 'code')
378 ('/wemake_python_styleguide/violations/consistency.py', 'NumberWithMeaninglessZeroViolation_class_initializer', 'error_template')
379 ('/wemake_python_styleguide/violations/consistency.py', 'NumberWithMeaninglessZeroViolation_class_initializer', 'code')
380 ('/wemake_python_styleguide/violations/consistency.py', 'PositiveExponentViolation_class_initializer', 'error_template')
381 ('/wemake_python_styleguide/violations/consistency.py', 'PositiveExponentViolation_class_initializer', 'code')
382 ('/wemake_python_styleguide/violations/consistency.py', 'WrongHexNumberCaseViolation_class_initializer', 'error_template')
383 ('/wemake_python_styleguide/violations/consistency.py', 'WrongHexNumberCaseViolation_class_initializer', 'code')
384 ('/wemake_python_styleguide/violations/consistency.py', 'ImplicitRawStringViolation_class_initializer', 'error_template')
385 ('/wemake_python_styleguide/violations/consistency.py', 'ImplicitRawStringViolation_class_initializer', 'code')
386 ('/wemake_python_styleguide/violations/consistency.py', 'BadComplexNumberSuffixViolation_class_initializer', 'error_template')
387 ('/wemake_python_styleguide/violations/consistency.py', 'BadComplexNumberSuffixViolation_class_initializer', 'code')
388 ('/wemake_python_styleguide/violations/consistency.py', 'ZeroDivisionViolation_class_initializer', 'error_template')
389 ('/wemake_python_styleguide/violations/consistency.py', 'ZeroDivisionViolation_class_initializer', 'code')
390 ('/wemake_python_styleguide/violations/consistency.py', 'MeaninglessNumberOperationViolation_class_initializer', 'error_template')
391 ('/wemake_python_styleguide/violations/consistency.py', 'MeaninglessNumberOperationViolation_class_initializer', 'code')
392 ('/wemake_python_styleguide/violations/consistency.py', 'OperationSignNegationViolation_class_initializer', 'error_template')
393 ('/wemake_python_styleguide/violations/consistency.py', 'OperationSignNegationViolation_class_initializer', 'code')
394 ('/wemake_python_styleguide/violations/consistency.py', 'VagueImportViolation_class_initializer', 'error_template')
395 ('/wemake_python_styleguide/violations/consistency.py', 'VagueImportViolation_class_initializer', 'code')
396 ('/wemake_python_styleguide/violations/consistency.py', 'LineStartsWithDotViolation_class_initializer', 'error_template')
397 ('/wemake_python_styleguide/violations/consistency.py', 'LineStartsWithDotViolation_class_initializer', 'code')
398 ('/wemake_python_styleguide/violations/consistency.py', 'RedundantSubscriptViolation_class_initializer', 'error_template')
399 ('/wemake_python_styleguide/violations/consistency.py', 'RedundantSubscriptViolation_class_initializer', 'code')
400 ('/wemake_python_styleguide/violations/consistency.py', 'AugmentedAssignPatternViolation_class_initializer', 'error_template')
401 ('/wemake_python_styleguide/violations/consistency.py', 'AugmentedAssignPatternViolation_class_initializer', 'code')
402 ('/wemake_python_styleguide/violations/consistency.py', 'UnnecessaryLiteralsViolation_class_initializer', 'error_template')
403 ('/wemake_python_styleguide/violations/consistency.py', 'UnnecessaryLiteralsViolation_class_initializer', 'code')
404 ('/wemake_python_styleguide/violations/consistency.py', 'MultilineLoopViolation_class_initializer', 'error_template')
405 ('/wemake_python_styleguide/violations/consistency.py', 'MultilineLoopViolation_class_initializer', 'code')
406 ('/wemake_python_styleguide/violations/consistency.py', 'IncorrectYieldFromTargetViolation_class_initializer', 'error_template')
407 ('/wemake_python_styleguide/violations/consistency.py', 'IncorrectYieldFromTargetViolation_class_initializer', 'code')
408 ('/wemake_python_styleguide/violations/consistency.py', 'ConsecutiveYieldsViolation_class_initializer', 'error_template')
