0 ('/bokeh/layouts.py', '__iter__', '__iter___ret')
377 ('/bokeh/util/sampledata.py', '_bokeh_dir', '_bokeh_dir_ret')
378 ('/bokeh/util/sampledata.py', 'external_csv', 'external_csv_ret')
379 ('/bokeh/util/sampledata.py', 'external_data_dir', 'external_data_dir_ret')
380 ('/bokeh/util/sampledata.py', 'external_path', 'external_path_ret')
381 ('/bokeh/util/sampledata.py', 'open_csv', 'open_csv_ret')
382 ('/bokeh/util/sampledata.py', 'package_csv', 'package_csv_ret')
383 ('/bokeh/util/sampledata.py', 'package_dir', 'package_dir_ret')
384 ('/bokeh/util/sampledata.py', 'package_path', 'package_path_ret')
385 ('/bokeh/util/paths.py', 'bokehjsdir', 'bokehjsdir_ret')
386 ('/bokeh/util/paths.py', 'serverdir', 'serverdir_ret')
387 ('/bokeh/util/functions.py', 'get_param_info', 'get_param_info_ret')
388 ('/bokeh/util/callback_manager.py', '_nargs', '_nargs_ret')
389 ('/bokeh/util/hex.py', '_round_hex', '_round_hex_ret')
390 ('/bokeh/util/hex.py', 'axial_to_cartesian', 'axial_to_cartesian_ret')
391 ('/bokeh/util/hex.py', 'cartesian_to_axial', 'cartesian_to_axial_ret')
392 ('/bokeh/util/hex.py', 'hexbin', 'hexbin_ret')
393 ('/bokeh/util/tornado.py', 'sleep', 'sleep_ret')
394 ('/bokeh/util/tornado.py', '_assign_remover', '_assign_remover_ret')
395 ('/bokeh/util/tornado.py', '_get_removers_ids_by_callable', '_get_removers_ids_by_callable_ret')
396 ('/bokeh/util/tornado.py', 'add_next_tick_callback', 'add_next_tick_callback_ret')
397 ('/bokeh/util/tornado.py', 'add_periodic_callback', 'add_periodic_callback_ret')
398 ('/bokeh/util/tornado.py', 'add_timeout_callback', 'add_timeout_callback_ret')
399 ('/bokeh/util/serialization.py', 'array_encoding_disabled', 'array_encoding_disabled_ret')
400 ('/bokeh/util/serialization.py', 'convert_date_to_datetime', 'convert_date_to_datetime_ret')
401 ('/bokeh/util/serialization.py', 'convert_datetime_array', 'convert_datetime_array_ret')
402 ('/bokeh/util/serialization.py', 'convert_datetime_type', 'convert_datetime_type_ret')
403 ('/bokeh/util/serialization.py', 'convert_timedelta_type', 'convert_timedelta_type_ret')
404 ('/bokeh/util/serialization.py', 'decode_base64_dict', 'decode_base64_dict_ret')
405 ('/bokeh/util/serialization.py', 'encode_base64_dict', 'encode_base64_dict_ret')
406 ('/bokeh/util/serialization.py', 'encode_binary_dict', 'encode_binary_dict_ret')
407 ('/bokeh/util/serialization.py', 'is_datetime_type', 'is_datetime_type_ret')
408 ('/bokeh/util/serialization.py', 'is_timedelta_type', 'is_timedelta_type_ret')
409 ('/bokeh/util/serialization.py', 'make_globally_unique_id', 'make_globally_unique_id_ret')
410 ('/bokeh/util/serialization.py', 'make_id', 'make_id_ret')
411 ('/bokeh/util/serialization.py', 'serialize_array', 'serialize_array_ret')
412 ('/bokeh/util/serialization.py', 'transform_array', 'transform_array_ret')
413 ('/bokeh/util/serialization.py', 'transform_array_to_list', 'transform_array_to_list_ret')
414 ('/bokeh/util/serialization.py', 'transform_column_source_data', 'transform_column_source_data_ret')
415 ('/bokeh/util/serialization.py', 'transform_series', 'transform_series_ret')
416 ('/bokeh/util/serialization.py', 'traverse_data', 'traverse_data_ret')
417 ('/bokeh/util/terminal.py', 'bright', 'bright_ret')
418 ('/bokeh/util/terminal.py', 'dim', 'dim_ret')
419 ('/bokeh/util/terminal.py', 'green', 'green_ret')
420 ('/bokeh/util/terminal.py', 'red', 'red_ret')
421 ('/bokeh/util/terminal.py', 'white', 'white_ret')
422 ('/bokeh/util/terminal.py', 'yellow', 'yellow_ret')
423 ('/bokeh/io/showing.py', '_show_with_state', '_show_with_state_ret')
424 ('/bokeh/io/showing.py', 'show', 'show_ret')
425 ('/bokeh/io/notebook.py', '_repr_html_', '_repr_html__ret')
426 ('/bokeh/io/notebook.py', '_loading_js', '_loading_js_ret')
427 ('/bokeh/io/notebook.py', '_origin_url', '_origin_url_ret')
428 ('/bokeh/io/notebook.py', '_server_url', '_server_url_ret')
429 ('/bokeh/io/notebook.py', 'get_comms', 'get_comms_ret')
430 ('/bokeh/io/notebook.py', 'publish_display_data', 'publish_display_data_ret')
431 ('/bokeh/io/notebook.py', 'run_notebook_hook', 'run_notebook_hook_ret')
432 ('/bokeh/io/notebook.py', 'show_doc', 'show_doc_ret')
433 ('/bokeh/io/state.py', 'curstate', 'curstate_ret')
434 ('/bokeh/io/webdriver.py', '_create', '_create_ret')
435 ('/bokeh/io/webdriver.py', 'create', 'create_ret')
436 ('/bokeh/io/webdriver.py', 'get', 'get_ret')
437 ('/bokeh/io/webdriver.py', '_is_executable', '_is_executable_ret')
438 ('/bokeh/io/webdriver.py', '_try_create_chromium_webdriver', '_try_create_chromium_webdriver_ret')
439 ('/bokeh/io/webdriver.py', '_try_create_firefox_webdriver', '_try_create_firefox_webdriver_ret')
440 ('/bokeh/io/webdriver.py', 'create_chromium_webdriver', 'create_chromium_webdriver_ret')
441 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'create_firefox_webdriver_ret')
442 ('/bokeh/io/saving.py', '_get_save_args', '_get_save_args_ret')
443 ('/bokeh/io/saving.py', '_get_save_filename', '_get_save_filename_ret')
444 ('/bokeh/io/saving.py', '_get_save_resources', '_get_save_resources_ret')
445 ('/bokeh/io/saving.py', '_get_save_title', '_get_save_title_ret')
446 ('/bokeh/io/saving.py', 'save', 'save_ret')
447 ('/bokeh/io/util.py', '_no_access', '_no_access_ret')
448 ('/bokeh/io/util.py', '_shares_exec_prefix', '_shares_exec_prefix_ret')
449 ('/bokeh/io/util.py', 'default_filename', 'default_filename_ret')
450 ('/bokeh/io/util.py', 'detect_current_filename', 'detect_current_filename_ret')
451 ('/bokeh/io/util.py', 'temp_filename', 'temp_filename_ret')
452 ('/bokeh/io/doc.py', 'curdoc', 'curdoc_ret')
453 ('/bokeh/io/export.py', '__enter__', '__enter___ret')
454 ('/bokeh/io/export.py', '_maximize_viewport', '_maximize_viewport_ret')
455 ('/bokeh/io/export.py', '_tmp_html', '_tmp_html_ret')
456 ('/bokeh/io/export.py', 'export_png', 'export_png_ret')
457 ('/bokeh/io/export.py', 'export_svgs', 'export_svgs_ret')
458 ('/bokeh/io/export.py', 'get_layout_html', 'get_layout_html_ret')
459 ('/bokeh/io/export.py', 'get_screenshot_as_png', 'get_screenshot_as_png_ret')
460 ('/bokeh/io/export.py', 'get_svgs', 'get_svgs_ret')
461 ('/bokeh/server/contexts.py', '_cleanup_sessions', '_cleanup_sessions_ret')
462 ('/bokeh/server/contexts.py', '_discard_session', '_discard_session_ret')
463 ('/bokeh/server/contexts.py', 'create_session_if_needed', 'create_session_if_needed_ret')
464 ('/bokeh/server/contexts.py', 'get_session', 'get_session_ret')
465 ('/bokeh/server/contexts.py', 'add_next_tick_callback', 'add_next_tick_callback_ret')
466 ('/bokeh/server/contexts.py', 'add_periodic_callback', 'add_periodic_callback_ret')
467 ('/bokeh/server/contexts.py', 'add_timeout_callback', 'add_timeout_callback_ret')
468 ('/bokeh/server/contexts.py', 'with_locked_document', 'with_locked_document_ret')
469 ('/bokeh/server/contexts.py', '__getattr__', '__getattr___ret')
470 ('/bokeh/server/protocol_handler.py', '_server_info_req', '_server_info_req_ret')
471 ('/bokeh/server/protocol_handler.py', 'handle', 'handle_ret')
472 ('/bokeh/server/util.py', 'bind_sockets', 'bind_sockets_ret')
473 ('/bokeh/server/util.py', 'check_allowlist', 'check_allowlist_ret')
474 ('/bokeh/server/util.py', 'create_hosts_allowlist', 'create_hosts_allowlist_ret')
475 ('/bokeh/server/util.py', 'match_host', 'match_host_ret')
476 ('/bokeh/server/auth_provider.py', 'load_auth_module', 'load_auth_module_ret')
477 ('/bokeh/server/auth_provider.py', 'probably_relative_url', 'probably_relative_url_ret')
478 ('/bokeh/server/server.py', 'get_session', 'get_session_ret')
479 ('/bokeh/server/server.py', 'get_sessions', 'get_sessions_ret')
480 ('/bokeh/server/server.py', 'unlisten', 'unlisten_ret')
481 ('/bokeh/server/connection.py', 'error', 'error_ret')
482 ('/bokeh/server/connection.py', 'ok', 'ok_ret')
483 ('/bokeh/server/connection.py', 'send_patch_document', 'send_patch_document_ret')
484 ('/bokeh/server/callbacks.py', '_copy_with_changed_callback', '_copy_with_changed_callback_ret')
485 ('/bokeh/server/tornado.py', '_cleanup_sessions', '_cleanup_sessions_ret')
486 ('/bokeh/server/tornado.py', 'get_session', 'get_session_ret')
487 ('/bokeh/server/tornado.py', 'get_sessions', 'get_sessions_ret')
488 ('/bokeh/server/tornado.py', 'new_connection', 'new_connection_ret')
489 ('/bokeh/server/tornado.py', 'resources', 'resources_ret')
490 ('/bokeh/server/session.py', '_handle_patch', '_handle_patch_ret')
491 ('/bokeh/server/session.py', '_handle_pull', '_handle_pull_ret')
492 ('/bokeh/server/session.py', '_handle_push', '_handle_push_ret')
493 ('/bokeh/server/session.py', '_wrap_document_callback', '_wrap_document_callback_ret')
494 ('/bokeh/server/session.py', '_wrap_session_callback', '_wrap_session_callback_ret')
495 ('/bokeh/server/session.py', '_wrap_session_callbacks', '_wrap_session_callbacks_ret')
496 ('/bokeh/server/session.py', 'patch', 'patch_ret')
497 ('/bokeh/server/session.py', 'pull', 'pull_ret')
498 ('/bokeh/server/session.py', 'push', 'push_ret')
499 ('/bokeh/server/session.py', 'with_document_locked', 'with_document_locked_ret')
500 ('/bokeh/server/session.py', '_needs_document_lock', '_needs_document_lock_ret')
501 ('/bokeh/server/session.py', 'current_time', 'current_time_ret')
502 ('/bokeh/server/views/multi_root_static_handler.py', 'get_absolute_path', 'get_absolute_path_ret')
503 ('/bokeh/server/views/multi_root_static_handler.py', 'validate_absolute_path', 'validate_absolute_path_ret')
504 ('/bokeh/server/views/static_handler.py', 'append_version', 'append_version_ret')
505 ('/bokeh/server/views/ws.py', '_async_open', '_async_open_ret')
506 ('/bokeh/server/views/ws.py', '_handle', '_handle_ret')
507 ('/bokeh/server/views/ws.py', '_receive', '_receive_ret')
508 ('/bokeh/server/views/ws.py', '_schedule', '_schedule_ret')
509 ('/bokeh/server/views/ws.py', 'check_origin', 'check_origin_ret')
510 ('/bokeh/server/views/ws.py', 'on_message', 'on_message_ret')
511 ('/bokeh/server/views/ws.py', 'select_subprotocol', 'select_subprotocol_ret')
512 ('/bokeh/server/views/ws.py', 'send_message', 'send_message_ret')
513 ('/bokeh/server/views/ws.py', 'write_message', 'write_message_ret')
514 ('/bokeh/server/views/autoload_js_handler.py', 'get', 'get_ret')
515 ('/bokeh/server/views/autoload_js_handler.py', 'options', 'options_ret')
516 ('/bokeh/server/views/auth_mixin.py', 'get_current_user', 'get_current_user_ret')
517 ('/bokeh/server/views/auth_mixin.py', 'get_login_url', 'get_login_url_ret')
518 ('/bokeh/server/views/auth_mixin.py', 'prepare', 'prepare_ret')
519 ('/bokeh/server/django/routing.py', '_fixup', '_fixup_ret')
520 ('/bokeh/server/django/routing.py', '_normalize', '_normalize_ret')
521 ('/bokeh/server/django/routing.py', 'get_http_urlpatterns', 'get_http_urlpatterns_ret')
522 ('/bokeh/server/django/routing.py', 'get_websocket_urlpatterns', 'get_websocket_urlpatterns_ret')
523 ('/bokeh/server/django/routing.py', 'autoload', 'autoload_ret')
524 ('/bokeh/server/django/routing.py', 'directory', 'directory_ret')
525 ('/bokeh/server/django/routing.py', 'document', 'document_ret')
526 ('/bokeh/server/django/routing.py', 'is_bokeh_app', 'is_bokeh_app_ret')
527 ('/bokeh/server/django/static.py', 'serve_extensions', 'serve_extensions_ret')
528 ('/bokeh/server/django/static.py', 'static_extensions', 'static_extensions_ret')
529 ('/bokeh/server/django/consumers.py', 'send_patch_document', 'send_patch_document_ret')
530 ('/bokeh/server/django/consumers.py', '__getattr__', '__getattr___ret')
531 ('/bokeh/server/django/consumers.py', 'handle', 'handle_ret')
532 ('/bokeh/server/django/consumers.py', 'get_argument', 'get_argument_ret')
533 ('/bokeh/server/django/consumers.py', 'resources', 'resources_ret')
534 ('/bokeh/server/django/consumers.py', '_get_session', '_get_session_ret')
535 ('/bokeh/server/django/consumers.py', '_async_open', '_async_open_ret')
536 ('/bokeh/server/django/consumers.py', '_new_connection', '_new_connection_ret')
537 ('/bokeh/server/django/consumers.py', '_send_bokeh_message', '_send_bokeh_message_ret')
538 ('/bokeh/server/django/consumers.py', 'connect', 'connect_ret')
539 ('/bokeh/server/django/consumers.py', 'disconnect', 'disconnect_ret')
540 ('/bokeh/server/django/consumers.py', 'receive', 'receive_ret')
541 ('/bokeh/_testing/util/selenium.py', '__call__', '__call___ret')
542 ('/bokeh/_testing/util/selenium.py', 'COUNT', 'COUNT_ret')
543 ('/bokeh/_testing/util/selenium.py', 'RECORD', 'RECORD_ret')
544 ('/bokeh/_testing/util/selenium.py', 'SCROLL', 'SCROLL_ret')
545 ('/bokeh/_testing/util/selenium.py', 'get_page_element', 'get_page_element_ret')
546 ('/bokeh/_testing/util/selenium.py', 'get_slider_bar_color', 'get_slider_bar_color_ret')
547 ('/bokeh/_testing/util/selenium.py', 'get_slider_title_text', 'get_slider_title_text_ret')
548 ('/bokeh/_testing/util/selenium.py', 'get_slider_title_value', 'get_slider_title_value_ret')
549 ('/bokeh/_testing/util/selenium.py', 'get_table_cell', 'get_table_cell_ret')
550 ('/bokeh/_testing/util/selenium.py', 'get_table_column_cells', 'get_table_column_cells_ret')
551 ('/bokeh/_testing/util/selenium.py', 'get_table_header', 'get_table_header_ret')
552 ('/bokeh/_testing/util/selenium.py', 'get_table_row', 'get_table_row_ret')
553 ('/bokeh/_testing/util/selenium.py', 'get_table_selected_rows', 'get_table_selected_rows_ret')
554 ('/bokeh/_testing/util/compare.py', 'cds_data_almost_equal', 'cds_data_almost_equal_ret')
555 ('/bokeh/_testing/util/api.py', 'verify_all', 'verify_all_ret')
556 ('/bokeh/_testing/util/examples.py', '__str__', '__str___ret')
557 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'collect_examples_ret')
558 ('/bokeh/_testing/util/examples.py', 'relpath', 'relpath_ret')
559 ('/bokeh/_testing/util/screenshot.py', '_get_chrome', '_get_chrome_ret')
560 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', '_run_in_browser_ret')
561 ('/bokeh/_testing/util/screenshot.py', 'run_in_chrome', 'run_in_chrome_ret')
562 ('/bokeh/_testing/util/filesystem.py', '__enter__', '__enter___ret')
563 ('/bokeh/_testing/util/filesystem.py', 'with_directory_contents', 'with_directory_contents_ret')
564 ('/bokeh/_testing/util/filesystem.py', 'with_file_contents_async', 'with_file_contents_async_ret')
565 ('/bokeh/_testing/util/filesystem.py', 'with_temporary_file_async', 'with_temporary_file_async_ret')
566 ('/bokeh/_testing/plugins/selenium.py', 'pytest_report_collectionfinish', 'pytest_report_collectionfinish_ret')
567 ('/bokeh/_testing/plugins/project.py', 'has_no_console_errors', 'has_no_console_errors_ret')
568 ('/bokeh/_testing/plugins/project.py', 'get_toolbar_button', 'get_toolbar_button_ret')
569 ('/bokeh/_testing/plugins/project.py', 'get', 'get_ret')
570 ('/bokeh/_testing/plugins/project.py', 'find_free_port', 'find_free_port_ret')
571 ('/bokeh/_testing/plugins/file_server.py', '_run_web_server', '_run_web_server_ret')
572 ('/bokeh/_testing/plugins/file_server.py', 'where_is', 'where_is_ret')
573 ('/bokeh/models/graphs.py', 'from_networkx', 'from_networkx_ret')
574 ('/bokeh/models/glyph.py', 'parameters', 'parameters_ret')
575 ('/bokeh/models/plots.py', '_axis', '_axis_ret')
576 ('/bokeh/models/plots.py', '_grid', '_grid_ret')
577 ('/bokeh/models/plots.py', '_scale', '_scale_ret')
578 ('/bokeh/models/plots.py', 'add_glyph', 'add_glyph_ret')
579 ('/bokeh/models/plots.py', 'add_tile', 'add_tile_ret')
580 ('/bokeh/models/plots.py', 'column', 'column_ret')
581 ('/bokeh/models/plots.py', 'row', 'row_ret')
582 ('/bokeh/models/plots.py', 'select', 'select_ret')
583 ('/bokeh/models/plots.py', '__setattr__', '__setattr___ret')
584 ('/bokeh/models/plots.py', '__dir__', '__dir___ret')
585 ('/bokeh/models/plots.py', '__getattribute__', '__getattribute___ret')
586 ('/bokeh/models/plots.py', '_select_helper', '_select_helper_ret')
587 ('/bokeh/models/sources.py', '_data_from_df', '_data_from_df_ret')
588 ('/bokeh/models/sources.py', '_data_from_groupby', '_data_from_groupby_ret')
589 ('/bokeh/models/sources.py', '_df_index_name', '_df_index_name_ret')
590 ('/bokeh/models/sources.py', 'add', 'add_ret')
591 ('/bokeh/models/sources.py', 'from_df', 'from_df_ret')
592 ('/bokeh/models/sources.py', 'from_groupby', 'from_groupby_ret')
593 ('/bokeh/models/sources.py', 'to_df', 'to_df_ret')
594 ('/bokeh/models/annotations.py', '_DEFAULT_ARROW', '_DEFAULT_ARROW_ret')
595 ('/bokeh/models/annotations.py', '_DEFAULT_TEE', '_DEFAULT_TEE_ret')
596 ('/bokeh/models/tools.py', 'from_string', 'from_string_ret')
597 ('/bokeh/models/formatters.py', '_DATETIME_TICK_FORMATTER_HELP', '_DATETIME_TICK_FORMATTER_HELP_ret')
598 ('/bokeh/models/renderers.py', '__str__', '__str___ret')
599 ('/bokeh/models/util/structure.py', '_combined', '_combined_ret')
600 ('/bokeh/models/util/structure.py', '_make_data_table', '_make_data_table_ret')
601 ('/bokeh/models/util/structure.py', '_make_graph', '_make_graph_ret')
602 ('/bokeh/models/util/structure.py', '_make_graph_plot', '_make_graph_plot_ret')
603 ('/bokeh/models/util/structure.py', '_make_prop_dict', '_make_prop_dict_ret')
604 ('/bokeh/models/util/structure.py', '_obj_props_to_df2', '_obj_props_to_df2_ret')
605 ('/bokeh/models/util/structure.py', 'generate_structure_plot', 'generate_structure_plot_ret')
606 ('/bokeh/models/widgets/inputs.py', 'coerce_value', 'coerce_value_ret')
607 ('/bokeh/document/util.py', 'instantiate_references_json', 'instantiate_references_json_ret')
608 ('/bokeh/document/util.py', 'references_json', 'references_json_ret')
609 ('/bokeh/document/locking.py', '__getattr__', '__getattr___ret')
610 ('/bokeh/document/locking.py', 'add_next_tick_callback', 'add_next_tick_callback_ret')
611 ('/bokeh/document/locking.py', 'remove_next_tick_callback', 'remove_next_tick_callback_ret')
612 ('/bokeh/document/locking.py', 'without_document_lock', 'without_document_lock_ret')
613 ('/bokeh/document/document.py', '_add_session_callback', '_add_session_callback_ret')
614 ('/bokeh/document/document.py', '_is_single_string_selector', '_is_single_string_selector_ret')
615 ('/bokeh/document/document.py', '_with_self_as_curdoc', '_with_self_as_curdoc_ret')
616 ('/bokeh/document/document.py', '_wrap_with_self_as_curdoc', '_wrap_with_self_as_curdoc_ret')
617 ('/bokeh/document/document.py', 'add_next_tick_callback', 'add_next_tick_callback_ret')
618 ('/bokeh/document/document.py', 'add_periodic_callback', 'add_periodic_callback_ret')
619 ('/bokeh/document/document.py', 'add_timeout_callback', 'add_timeout_callback_ret')
620 ('/bokeh/document/document.py', 'from_json', 'from_json_ret')
621 ('/bokeh/document/document.py', 'from_json_string', 'from_json_string_ret')
622 ('/bokeh/document/document.py', 'get_model_by_id', 'get_model_by_id_ret')
623 ('/bokeh/document/document.py', 'get_model_by_name', 'get_model_by_name_ret')
624 ('/bokeh/document/document.py', 'on_event', 'on_event_ret')
625 ('/bokeh/document/document.py', 'select', 'select_ret')
626 ('/bokeh/document/document.py', 'select_one', 'select_one_ret')
627 ('/bokeh/document/document.py', 'to_json', 'to_json_ret')
628 ('/bokeh/document/document.py', 'to_json_string', 'to_json_string_ret')
629 ('/bokeh/document/events.py', 'generate', 'generate_ret')
